,filename,LCD,PLD,LFPD,density cm3_g,ASA_m2_cm3,NASA_m2_cm3,AV_VF,AV_cm3_g,NAV_cm3_g,All_Metals,Has_OMS,Open_Metal_Sites,Extension,FSR_overlap,fomula,Cu,H,C,N,O,K,Pb,S,Zn,Co,Yb,Cs,Si,Cd,Cl,Dy,Ni,B,Th,Br,V,P,Ag,Mo,Gd,Na,Ba,Mn,Fe,Pt,F,Lu,W,Sm,In,Sc,Tb,Mg,La,Pd,I,Al,Ce,Cr,Ti,Zr,Nd,Pr,Eu,Y,Hf,U,Li,Rh,Ga,Se,Hg,Ca,Er,Ho,Re,Sr,Ru,Ge,Bi,Sn,Sb,Rb,Tm,Be,Ir,As,Nb,Au,Te,Np,Pu,all_electronegativity,metal_electronegativity,nonmetal_electronegativity,atom_number,volume,density g/cc
7637,NUXMAU_clean,3.85797,2.8476,3.85421,2.10391,0,244.23,0.4602,0.218736,0,Cu,Yes,Cu,clean,Y,Cu4 P4 C6 O12,4,0,6,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72.94,7.6,65.34,26,506.8135426,2.103913775
7638,NUXWAG_clean,4.2499,3.21404,4.2499,1.30911,0,776.358,0.5648,0.43144,0,"Mo,Mn",Yes,Mn,clean,N,Mn8 Mo4 C28 N28,0,0,28,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177.56,21.04,156.52,68,1968.345119,1.309091613
7639,NUYNAY_clean,6.39583,3.24521,6.39583,1.29195,0,893.046,0.5078,0.393048,0,Ti,Yes,Ti,clean,Y,Ti6 C48 O26,0,0,48,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,221.08,9.24,211.84,80,1644.793209,1.291950764
7640,NUYNEC_clean,8.26029,6.82395,8.26029,1.01384,1779.3,0,0.6224,0.613905,0,Ti,Yes,Ti,clean,Y,Ti6 C48 O26,0,0,48,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,221.08,9.24,211.84,80,2095.996015,1.013833914
7641,NUYQUU_clean,3.95153,3.47099,3.94298,2.33033,494.395,0,0.4774,0.204864,0,Cd,No,0,clean,Y,Cd8 H8 C16 S8 N24,0,8,16,24,0,0,0,8,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165.52,13.52,152,64,1205.841683,2.33029766
7642,NUYWEK_clean,4.35086,2.44352,3.59257,1.43836,0,253.219,0.4526,0.314665,0,Cd,No,0,clean,Y,Cd2 H28 C40 N8 O8,0,28,40,8,8,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,218.82,3.38,215.44,86,1123.91546,1.438337588
7643,NUYWOU_clean,4.72881,2.51071,4.72472,1.29459,0,425.874,0.4644,0.358723,0,Cd,No,0,clean,Y,Cd4 H76 C100 N20 O16,0,76,100,20,16,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,544.8,6.76,538.04,216,2903.301508,1.294572262
7644,NUZSAD_clean,3.81349,3.15465,3.81349,2.05862,0,197.228,0.3692,0.179344,0,Eu,No,0,clean,Y,Eu2 H16 C20 N2 O14,0,16,20,2,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140.44,0,140.44,54,655.2043604,2.058613858
7645,OBAFEF_clean,4.96935,4.01792,4.92296,2.37845,904.645,0,0.4776,0.200803,0,"Cu,Tb",Yes,"Cu,Tb",clean,Y,Tb4 Cu16 H48 C72 I16 N12 O24,16,48,72,12,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,481.2,30.4,450.8,192,3594.223875,2.378445353
7646,OBAFIJ_clean,5.23118,4.64394,5.22975,2.3889,967.64,0,0.4836,0.202436,0,"Cu,Tb",Yes,Cu,clean,Y,Tb4 Cu16 H48 C72 I16 N12 O24,16,48,72,12,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,481.2,30.4,450.8,192,3578.498153,2.388897439
7647,OBAFOP_clean,5.00648,4.01028,4.65887,2.41546,964.282,0,0.4784,0.198058,0,"Cu,Tb",Yes,"Cu,Tb",clean,N,Tb12 Cu48 H144 C216 I48 N36 O72,48,144,216,36,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1443.6,91.2,1352.4,576,10617.4653,2.415453641
7648,OBAHIL_clean,8.44223,7.37969,8.44223,0.972998,1553.57,0,0.603,0.619734,0,Zn,No,0,clean,Y,Zn18 H234 C396 N54 O72,0,234,396,54,72,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1966.14,29.7,1936.44,774,13785.31796,0.973025233
7649,OBAHOR_clean,8.04827,7.09842,8.046,0.982079,1580.94,0,0.5956,0.606469,0,Zn,No,0,clean,Y,Zn18 H234 C396 N54 O72,0,234,396,54,72,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1966.14,29.7,1936.44,774,13657.85623,0.982105976
7650,OBAHUX_clean,8.31415,7.49178,8.31031,0.960232,1571.77,0,0.605,0.630056,0,Zn,No,0,clean,Y,Zn18 H234 C396 N54 O72,0,234,396,54,72,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1966.14,29.7,1936.44,774,13968.59345,0.960258617
7651,OBAJAF_clean,9.08651,7.73882,9.08617,0.939446,1595.74,0,0.6188,0.658686,0,Zn,Yes,Zn,clean,Y,Zn18 H234 C396 N54 O72,0,234,396,54,72,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1966.14,29.7,1936.44,774,14277.66688,0.939471577
7652,OBEDAA_charged,4.68867,3.83063,4.60079,1.17021,1077.32,0,0.5386,0.46026,0,Ag,No,0,charged,Y,Ag4 B4 H48 C92 N16 F16,0,48,92,16,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,468.4,7.72,460.68,180,3059.658355,1.170194215
7653,OBEDEE_clean,5.83756,4.97252,5.83756,0.932431,2005.16,0,0.6298,0.675439,0,Ag,Yes,Ag,clean,Y,Ag4 H52 C88 N12 O4,0,52,88,12,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,396.76,7.72,389.04,160,3157.369401,0.932414965
7654,OBENUF_clean,3.75075,3.1918,3.74801,2.04759,0,149.506,0.4128,0.201603,0,Gd,Yes,Gd,clean,N,Gd4 H16 C36 O24,0,16,36,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,214.36,4.8,209.56,80,1185.237588,2.047584622
7655,OBEPER_clean,3.21976,2.59822,3.18415,2.16182,0,0,0.3774,0.174575,0,Tm,Yes,Tm,clean,N,Tm4 H12 C36 N4 O32,0,12,36,4,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,245.44,5,240.44,88,1296.759502,2.161822165
7656,OBIBAF_clean,6.94508,5.04977,5.92375,0.848313,1610.41,0,0.6028,0.710587,0,Mg,Yes,Mg,clean,Y,Mg16 H240 C280 O88,0,240,280,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1565.68,20.96,1544.72,624,10573.79407,0.848303044
7657,OBIBEJ_clean,8.27924,5.80407,6.33414,0.828843,1754.26,0,0.601,0.725107,0,Ca,Yes,Ca,clean,Y,Ca8 H114 C132 O40,0,114,132,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,733,8,725,294,5331.053846,0.828833789
7658,OBIBOT_clean,6.67176,5.057,6.67176,1.21046,1489.16,0,0.5556,0.458998,0,Ba,Yes,Ba,clean,N,Ba18 H216 C264 N12 O108,0,216,264,12,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1572.42,16.02,1556.4,618,10640.52272,1.210455009
7659,OBODEQ_clean,5.13358,4.46715,5.12837,1.36036,1938.87,0,0.5966,0.43856,0,Nd,Yes,Nd,clean,N,Nd4 H12 C36 O24,0,12,36,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205.32,4.56,200.76,76,1715.548521,1.360368516
7660,OBOGUK_clean,8.65239,7.8304,8.65239,0.77452,2430.14,0,0.7298,0.942262,0,Zn,Yes,Zn,clean,Y,Zn6 H20 C46 O26,0,20,46,0,26,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,260.64,9.9,250.74,98,2960.765938,0.774580953
7661,OBONUO_charged,8.62654,4.35866,8.61518,1.08466,1322.48,0,0.5486,0.505779,0,Cu,Yes,Cu,charged,Y,Cu8 B12 H160 C176 N32 Cl4 F48,8,160,176,32,0,0,0,0,0,0,0,0,0,0,4,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1141.44,15.2,1126.24,440,6759.433824,1.084649668
7662,OBUBOC_manual,8.45577,7.46863,8.45577,1.46042,1170.56,0.571901,0.5536,0.37907,0,"Cu,Ce",Yes,Cu,manual,Y,Ce4 Cu6 H48 C48 O60,6,48,48,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,450.28,15.88,434.4,166,2872.811099,1.460421773
7663,OBUFEX_clean,5.14759,4.35938,5.14759,1.09987,1567.25,0,0.565,0.513698,0,Zn,No,0,clean,Y,Zn4 H44 C64 N8 O24,0,44,64,8,24,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,373.48,6.6,366.88,144,2371.305443,1.09991071
7664,OBUFIB_SL,4.69226,3.94966,4.47162,1.56841,881.672,0,0.426,0.271613,0,Zn,No,0,SL,Y,Zn8 H48 C64 N8 O28,0,48,64,8,28,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,402.64,13.2,389.44,156,2011.843606,1.568534678
7665,OBUREL_clean,8.37405,3.25275,8.3739,1.32291,0,1027.27,0.5,0.377954,0,Cu,Yes,Cu,clean,Y,Cu18 H198 C288 N18 O108,18,198,288,18,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1630.44,34.2,1596.24,630,8513.608589,1.322901847
7666,OCACUR_clean,5.50745,4.89061,5.44518,1.25128,1937.07,0,0.5884,0.47024,0,Co,Yes,Co,clean,N,Co4 H4 C20 O16,0,4,20,0,16,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122.36,7.52,114.84,44,976.68622,1.251277178
7667,OCAQOY_clean,4.53686,3.80641,4.53372,1.60935,541.33,0,0.3906,0.242707,0,"Ni,V",Yes,"Ni,V",clean,Y,V8 Ni4 H48 C60 N12 O16,0,48,60,12,16,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,370.8,20.68,350.12,148,1893.80336,1.609328967
7668,OCAWAT_clean,5.70065,4.00684,5.61058,1.58378,1148.22,0,0.5174,0.326687,0,"Cd,Si",Yes,Cd,clean,Y,Cd12 Si4 H48 C100 O48,0,48,100,0,48,0,0,0,0,0,0,0,4,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,553.6,20.28,533.32,212,3647.315981,1.583770414
7669,OCIHIS_clean,4.00435,3.28628,3.71864,1.50625,0,560.324,0.4736,0.314422,0,Zr,No,0,clean,Y,Zr4 P16 C40 N8 O48,0,0,40,8,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,331.8,5.32,326.48,116,2448.415455,1.506255545
7670,OCINIA_clean,5.60901,3.32165,5.60901,1.53578,1179.07,0,0.5314,0.346013,0,Zn,Yes,Zn,clean,N,Zn20 H40 C88 N24 O56,0,40,88,24,56,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,611,33,578,228,3932.664585,1.535936001
7671,OCIVIH_clean,7.04534,3.22991,7.04534,1.52336,0,602.852,0.4844,0.317981,0,"Pr,Co",Yes,Co,clean,Y,Pr4 Co6 H36 C84 N12 O48,0,36,84,12,48,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,510.8,15.8,495,190,3159.487842,1.523353241
7672,OCOKUP_clean,5.00304,3.71484,4.99284,1.15999,792.721,0,0.474,0.408624,0,Mn,Yes,Mn,clean,N,Mn4 H24 C40 N12,0,24,40,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,197.48,6.2,191.28,80,1277.578008,1.159968295
7673,OCUGEZ01_clean,5.7662,4.18465,5.76016,1.3013,1459.07,0,0.5724,0.439868,0,Nd,Yes,Nd,clean,Y,Nd2 H24 C18 O12,0,24,18,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142.26,2.28,139.98,56,919.8600645,1.301302417
7674,OCUGEZ_clean,5.71674,4.14737,5.66007,1.32226,1442.09,0,0.5748,0.43471,0,Nd,Yes,Nd,clean,Y,Nd2 H24 C18 O12,0,24,18,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142.26,2.28,139.98,56,905.2783116,1.32226312
7675,OCUMIL_clean,5.22769,3.7877,5.2092,1.25606,1523.79,0.0455347,0.5456,0.434374,0,Mn,Yes,Mn,clean,Y,Mn16 H32 C128 N16 O96,0,32,128,16,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800.48,24.8,775.68,288,5563.97573,1.256058836
7676,OCUMOR_clean,5.32208,3.84167,5.31587,1.29298,1290.04,16.7653,0.525,0.406038,0,Mn,Yes,Mn,clean,Y,Mn16 H48 C128 N16 O104,0,48,128,16,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,863.2,24.8,838.4,312,5590.182514,1.292981306
7677,OCUNAC_manual,36.1506,14.04664,36.1506,0.427517,1422.73,0,0.8368,1.95735,0,Cr,Yes,Cr,manual,Y,Cr204 H816 C1632 O884,0,816,1632,0,884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9336.4,338.64,8997.76,3536,175465.3867,0.427515735
7678,OCUNAE_clean,5.43724,3.65933,5.43724,1.22157,1397.41,27.2256,0.5506,0.450731,0,Mn,Yes,Mn,clean,Y,Mn16 H32 C128 N16 O96,0,32,128,16,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800.48,24.8,775.68,288,5721.071861,1.221568449
7679,OCUPUY_clean,4.6531,4.04819,4.6531,1.52024,995.727,0,0.479,0.315083,0,V,Yes,V,clean,Y,V4 P4 H24 C10 O14,0,24,10,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141.74,6.52,135.22,56,760.1814882,1.520232374
7680,OCUQIN_clean,5.33125,3.14528,5.07457,1.48509,0,1059.52,0.5218,0.35136,0,V,Yes,V,clean,Y,V16 P16 H56 C24 O56,0,56,24,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,438.16,26.08,412.08,168,2852.730225,1.485087255
7681,OCUQOT_clean,5.08411,3.37974,5.08411,1.51,1121.68,0,0.5036,0.333509,0,V,Yes,V,clean,Y,V16 P16 H56 C24 O56,0,56,24,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,438.16,26.08,412.08,168,2805.657989,1.510003471
7682,OCUQUZ_clean,5.37996,3.33175,5.36407,1.48088,1172.69,0,0.5182,0.349928,0,V,Yes,V,clean,Y,V16 P16 H56 C24 O56,0,56,24,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,438.16,26.08,412.08,168,2860.838774,1.480878034
7683,OCURAG_clean,5.43063,3.42226,5.42822,1.47361,1201.66,0,0.519,0.352197,0,V,Yes,V,clean,Y,V16 P16 H56 C24 O56,0,56,24,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,438.16,26.08,412.08,168,2874.956251,1.473606181
7684,OCUSIP_clean,5.39686,4.96775,5.37929,1.58503,1157.95,0,0.5014,0.316334,0,V,Yes,V,clean,Y,V12 P16 H32 C16 O48,0,32,16,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,330.92,19.56,311.36,124,2199.276205,1.58503402
7685,OCUSOV_clean,4.91031,3.4317,4.90721,1.52702,1101.56,0,0.5004,0.327698,0,V,Yes,V,clean,Y,V16 P16 H56 C24 O56,0,56,24,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,438.16,26.08,412.08,168,2774.39913,1.527016518
7686,OCUSUB_clean,5.00781,3.40979,5.00781,1.50787,1123.4,0,0.5152,0.341674,0,V,Yes,V,clean,Y,V16 P16 H48 C24 O56,0,48,24,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,420.56,26.08,394.48,160,2800.749953,1.507868814
7687,OCUTEM_clean,5.16189,3.4562,5.16189,1.4963,1173.27,0,0.5098,0.340707,0,V,Yes,V,clean,Y,V16 P16 H56 C24 O56,0,56,24,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,438.16,26.08,412.08,168,2831.350861,1.496301062
